employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,awards_won,avg_training_score,is_promoted,has_prior_rating,previous_year_rating_display,training_bucket
28687,Operations,region_2,Master's & above,m,other,3,38,3.0,11,0,57.0,0,1,3.0,50-59
34312,Procurement,region_2,Master's & above,f,other,2,54,4.0,23,0,66.0,0,1,4.0,60-69
11438,Sales & Marketing,region_13,Master's & above,f,sourcing,2,34,2.0,8,0,49.0,0,1,2.0,<50
11794,R&D,region_2,Bachelor's,m,other,2,26,5.0,3,0,87.0,0,1,5.0,80+
48756,Operations,region_7,Bachelor's,f,sourcing,1,35,5.0,3,0,59.0,0,1,5.0,50-59
35873,Legal,region_2,Below Secondary,m,other,1,28,,1,0,62.0,0,0,,60-69
13970,Operations,region_33,Master's & above,m,other,1,36,3.0,4,0,60.0,0,1,3.0,50-59
49868,Technology,region_5,Bachelor's,m,other,1,45,3.0,15,0,87.0,0,1,3.0,80+
25261,Procurement,region_7,Master's & above,m,other,1,38,4.0,7,0,66.0,0,1,4.0,60-69
44536,Sales & Marketing,region_27,Bachelor's,f,other,1,26,2.0,4,0,47.0,0,1,2.0,<50
55550,Analytics,region_27,Unknown,m,sourcing,1,31,3.0,4,0,85.0,0,1,3.0,80+
27989,Analytics,region_34,Bachelor's,m,sourcing,1,32,3.0,7,0,87.0,0,1,3.0,80+
12598,Analytics,region_6,Bachelor's,m,sourcing,1,29,4.0,4,0,78.0,0,1,4.0,70-79
32877,Sales & Marketing,region_2,Bachelor's,f,other,1,40,3.0,12,0,50.0,0,1,3.0,<50
30682,Technology,region_2,Bachelor's,m,referred,2,29,4.0,6,0,75.0,0,1,4.0,70-79
1829,Analytics,region_28,Bachelor's,m,other,2,31,5.0,7,0,87.0,0,1,5.0,80+
2177,Finance,region_16,Bachelor's,m,other,1,32,5.0,6,0,58.0,0,1,5.0,50-59
51771,Operations,region_17,Bachelor's,m,other,1,42,5.0,11,0,67.0,0,1,5.0,60-69
26026,Procurement,region_15,Bachelor's,f,sourcing,1,30,5.0,3,0,65.0,0,1,5.0,60-69
64977,Procurement,region_16,Bachelor's,f,other,1,24,3.0,2,0,70.0,0,1,3.0,60-69
44585,Sales & Marketing,region_30,Bachelor's,m,sourcing,1,35,3.0,7,0,56.0,0,1,3.0,50-59
43562,Technology,region_5,Bachelor's,f,sourcing,2,32,1.0,3,0,80.0,0,1,1.0,70-79
56287,HR,region_2,Bachelor's,f,sourcing,1,22,3.0,2,0,47.0,0,1,3.0,<50
19100,Sales & Marketing,region_2,Bachelor's,m,sourcing,2,44,5.0,14,0,48.0,0,1,5.0,<50
58203,Operations,region_16,Bachelor's,m,other,2,39,3.0,9,0,58.0,0,1,3.0,50-59
12504,Technology,region_7,Bachelor's,f,other,1,46,4.0,17,0,85.0,0,1,4.0,80+
49126,Technology,region_15,Bachelor's,m,other,1,29,2.0,5,0,77.0,0,1,2.0,70-79
66469,Finance,region_7,Bachelor's,m,other,1,26,1.0,3,0,59.0,0,1,1.0,50-59
53350,Operations,region_23,Bachelor's,m,other,1,35,4.0,5,0,59.0,0,1,4.0,50-59
22031,Procurement,region_2,Bachelor's,f,other,1,29,4.0,2,0,95.0,1,1,4.0,80+
36185,Technology,region_13,Bachelor's,m,sourcing,1,30,2.0,9,0,79.0,0,1,2.0,70-79
58415,Sales & Marketing,region_7,Bachelor's,m,other,1,45,4.0,5,0,50.0,0,1,4.0,<50
71763,Sales & Marketing,region_15,Bachelor's,f,other,1,30,1.0,6,0,47.0,0,1,1.0,<50
62742,Finance,region_32,Bachelor's,m,sourcing,1,28,2.0,4,0,59.0,0,1,2.0,50-59
33619,Technology,region_2,Master's & above,m,sourcing,1,46,5.0,10,0,76.0,0,1,5.0,70-79
41212,Procurement,region_7,Bachelor's,m,sourcing,1,27,2.0,2,0,69.0,0,1,2.0,60-69
40204,Sales & Marketing,region_11,Bachelor's,m,sourcing,1,34,2.0,5,0,47.0,0,1,2.0,<50
59131,Analytics,region_19,Bachelor's,m,sourcing,2,32,5.0,3,0,86.0,0,1,5.0,80+
12559,Operations,region_22,Bachelor's,f,other,1,35,5.0,10,0,63.0,0,1,5.0,60-69
30433,Procurement,region_27,Bachelor's,m,other,1,36,4.0,3,0,66.0,0,1,4.0,60-69
13150,Procurement,region_2,Master's & above,f,other,1,58,1.0,13,0,70.0,0,1,1.0,60-69
9616,Finance,region_31,Bachelor's,m,other,1,29,4.0,4,0,57.0,0,1,4.0,50-59
26563,Procurement,region_2,Bachelor's,f,referred,1,33,3.0,3,0,67.0,0,1,3.0,60-69
38331,Operations,region_16,Bachelor's,f,other,1,32,5.0,6,0,62.0,0,1,5.0,60-69
18651,Legal,region_22,Below Secondary,m,other,1,25,5.0,2,0,59.0,0,1,5.0,50-59
45004,Procurement,region_13,Bachelor's,m,other,4,41,2.0,9,0,68.0,0,1,2.0,60-69
11892,Procurement,region_12,Bachelor's,f,other,1,25,,1,0,69.0,0,0,,60-69
16859,Analytics,region_2,Master's & above,m,other,1,50,1.0,7,1,79.0,0,1,1.0,70-79
26107,Sales & Marketing,region_26,Bachelor's,m,other,1,30,1.0,7,0,53.0,0,1,1.0,50-59
22511,Technology,region_24,Bachelor's,m,sourcing,1,28,,1,0,81.0,0,0,,80+
22865,Analytics,region_20,Master's & above,m,other,1,40,5.0,5,1,83.0,1,1,5.0,80+
67467,Finance,region_2,Below Secondary,f,other,1,26,3.0,2,0,59.0,0,1,3.0,50-59
2268,Technology,region_13,Bachelor's,m,other,1,35,5.0,8,0,81.0,0,1,5.0,80+
33517,Sales & Marketing,region_7,Master's & above,m,other,1,37,3.0,7,0,52.0,0,1,3.0,50-59
27605,Operations,region_22,Master's & above,m,other,1,34,3.0,3,0,75.0,1,1,3.0,70-79
69349,Operations,region_8,Bachelor's,m,sourcing,1,25,3.0,2,0,57.0,0,1,3.0,50-59
45496,Sales & Marketing,region_2,Unknown,m,other,1,22,5.0,2,0,62.0,1,1,5.0,60-69
66262,Procurement,region_2,Bachelor's,f,other,2,26,5.0,2,0,68.0,1,1,5.0,60-69
55425,Technology,region_2,Bachelor's,f,other,1,31,4.0,7,0,80.0,0,1,4.0,70-79
29543,Finance,region_2,Bachelor's,m,sourcing,4,31,5.0,3,0,60.0,0,1,5.0,50-59
36547,Analytics,region_25,Bachelor's,m,sourcing,1,32,3.0,6,0,86.0,0,1,3.0,80+
11205,Sales & Marketing,region_19,Bachelor's,m,sourcing,1,36,5.0,8,0,48.0,0,1,5.0,<50
469,Technology,region_2,Bachelor's,f,sourcing,1,57,3.0,19,0,81.0,0,1,3.0,80+
44703,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,42,4.0,9,0,51.0,0,1,4.0,50-59
14847,Sales & Marketing,region_20,Bachelor's,m,other,1,28,3.0,3,0,48.0,0,1,3.0,<50
43689,Analytics,region_12,Bachelor's,m,sourcing,2,33,4.0,3,0,86.0,0,1,4.0,80+
72157,Analytics,region_2,Bachelor's,m,sourcing,1,41,3.0,3,0,86.0,0,1,3.0,80+
74579,Operations,region_2,Below Secondary,m,other,2,26,,1,0,59.0,0,0,,50-59
51544,Procurement,region_12,Bachelor's,f,other,1,32,5.0,5,1,84.0,1,1,5.0,80+
5128,Operations,region_2,Unknown,m,other,1,48,3.0,8,0,57.0,0,1,3.0,50-59
37952,Operations,region_26,Master's & above,m,other,1,41,3.0,7,0,58.0,0,1,3.0,50-59
39914,Technology,region_2,Master's & above,m,other,1,31,5.0,4,0,82.0,0,1,5.0,80+
74332,Sales & Marketing,region_26,Bachelor's,m,other,1,37,4.0,5,0,54.0,0,1,4.0,50-59
42886,Analytics,region_29,Bachelor's,m,other,1,30,1.0,4,0,84.0,0,1,1.0,80+
53988,Finance,region_2,Below Secondary,m,other,1,26,5.0,2,0,60.0,0,1,5.0,50-59
49775,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,44,5.0,11,0,42.0,0,1,5.0,<50
66965,Operations,region_7,Bachelor's,f,sourcing,1,44,3.0,10,0,60.0,0,1,3.0,50-59
70197,R&D,region_22,Master's & above,m,other,1,30,4.0,2,0,96.0,1,1,4.0,80+
66210,Operations,region_22,Below Secondary,m,other,1,24,3.0,2,0,59.0,0,1,3.0,50-59
71008,Sales & Marketing,region_27,Bachelor's,m,other,1,40,1.0,10,0,49.0,0,1,1.0,<50
52132,Technology,region_11,Master's & above,m,other,1,32,3.0,5,0,80.0,0,1,3.0,70-79
72604,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,40,5.0,7,0,53.0,0,1,5.0,50-59
66802,Technology,region_7,Below Secondary,f,other,2,24,4.0,3,0,78.0,0,1,4.0,70-79
55730,Sales & Marketing,region_26,Bachelor's,m,other,1,45,4.0,15,0,64.0,1,1,4.0,60-69
8284,Sales & Marketing,region_2,Bachelor's,f,other,1,34,5.0,5,0,60.0,1,1,5.0,50-59
69715,Operations,region_2,Unknown,f,other,1,58,4.0,18,0,60.0,0,1,4.0,50-59
36117,Technology,region_24,Bachelor's,m,sourcing,1,35,3.0,7,0,82.0,0,1,3.0,80+
56139,Sales & Marketing,region_16,Unknown,m,other,1,24,4.0,2,0,51.0,0,1,4.0,50-59
15924,Sales & Marketing,region_23,Bachelor's,m,other,1,35,2.0,8,0,48.0,0,1,2.0,<50
41776,Technology,region_23,Bachelor's,m,sourcing,1,31,1.0,2,0,81.0,0,1,1.0,80+
25949,Operations,region_29,Bachelor's,m,other,1,33,3.0,5,0,60.0,0,1,3.0,50-59
51509,HR,region_2,Master's & above,f,sourcing,1,44,3.0,14,0,47.0,0,1,3.0,<50
36936,Sales & Marketing,region_28,Unknown,m,other,1,24,2.0,2,0,52.0,1,1,2.0,50-59
25572,Procurement,region_2,Bachelor's,m,other,2,34,2.0,10,0,69.0,0,1,2.0,60-69
11337,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,37,5.0,2,0,54.0,0,1,5.0,50-59
34965,Operations,region_26,Bachelor's,m,other,2,31,3.0,4,0,63.0,0,1,3.0,60-69
38318,Procurement,region_19,Bachelor's,m,other,1,32,3.0,8,0,69.0,0,1,3.0,60-69
60969,Operations,region_2,Bachelor's,f,other,1,33,5.0,7,0,57.0,0,1,5.0,50-59
72765,Operations,region_2,Unknown,f,sourcing,1,53,3.0,11,0,57.0,0,1,3.0,50-59
16951,Operations,region_22,Bachelor's,m,sourcing,2,37,5.0,4,0,57.0,0,1,5.0,50-59
54416,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,30,2.0,5,0,49.0,0,1,2.0,<50
4585,Analytics,region_15,Bachelor's,m,sourcing,1,35,5.0,3,0,81.0,0,1,5.0,80+
64140,Technology,region_11,Bachelor's,m,sourcing,1,32,3.0,4,0,80.0,0,1,3.0,70-79
35746,Operations,region_15,Bachelor's,m,sourcing,1,45,3.0,9,0,59.0,0,1,3.0,50-59
6587,Procurement,region_13,Bachelor's,m,other,1,29,,1,0,69.0,0,0,,60-69
1901,Sales & Marketing,region_4,Bachelor's,m,sourcing,2,31,3.0,4,0,53.0,0,1,3.0,50-59
56849,Technology,region_15,Bachelor's,m,sourcing,2,34,3.0,8,0,80.0,0,1,3.0,70-79
56233,Analytics,region_22,Bachelor's,f,other,1,24,,1,0,86.0,0,0,,80+
15844,Operations,region_3,Master's & above,f,other,1,31,5.0,7,0,59.0,0,1,5.0,50-59
1497,Sales & Marketing,region_10,Master's & above,f,other,1,37,3.0,6,0,47.0,0,1,3.0,<50
11488,Sales & Marketing,region_7,Master's & above,m,other,1,42,3.0,12,0,48.0,0,1,3.0,<50
59616,Procurement,region_4,Master's & above,m,other,1,40,3.0,6,0,72.0,0,1,3.0,70-79
9002,Operations,region_2,Bachelor's,m,sourcing,1,37,5.0,5,0,64.0,0,1,5.0,60-69
63753,Operations,region_22,Bachelor's,m,other,1,50,3.0,8,0,57.0,0,1,3.0,50-59
9192,Operations,region_21,Bachelor's,m,other,1,28,,1,0,59.0,0,0,,50-59
30143,HR,region_2,Master's & above,f,referred,1,57,3.0,13,0,53.0,0,1,3.0,50-59
23360,Sales & Marketing,region_28,Master's & above,m,other,2,42,2.0,10,0,46.0,0,1,2.0,<50
53301,Operations,region_2,Master's & above,m,sourcing,1,34,3.0,8,0,59.0,0,1,3.0,50-59
29073,Operations,region_2,Bachelor's,f,sourcing,1,34,5.0,8,0,54.0,0,1,5.0,50-59
36460,Operations,region_13,Bachelor's,m,other,1,29,,1,0,62.0,0,0,,60-69
3171,Operations,region_4,Master's & above,f,referred,1,32,4.0,7,0,59.0,0,1,4.0,50-59
55062,Operations,region_7,Bachelor's,f,sourcing,1,27,5.0,2,0,59.0,0,1,5.0,50-59
64798,Analytics,region_22,Bachelor's,m,other,3,30,,1,0,83.0,0,0,,80+
7908,Technology,region_33,Master's & above,m,other,1,46,3.0,17,0,83.0,0,1,3.0,80+
70048,Sales & Marketing,region_1,Master's & above,m,other,1,37,3.0,10,0,49.0,1,1,3.0,<50
63757,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,48,4.0,13,0,52.0,0,1,4.0,50-59
19046,Technology,region_2,Bachelor's,m,other,1,40,5.0,12,0,84.0,0,1,5.0,80+
37427,Technology,region_20,Bachelor's,m,other,1,32,3.0,6,0,73.0,0,1,3.0,70-79
58138,Sales & Marketing,region_20,Bachelor's,m,other,1,33,1.0,7,0,48.0,0,1,1.0,<50
68064,Procurement,region_23,Bachelor's,f,other,1,35,3.0,6,0,66.0,0,1,3.0,60-69
6711,Sales & Marketing,region_6,Unknown,m,sourcing,1,23,3.0,2,0,51.0,0,1,3.0,50-59
51002,Analytics,region_15,Master's & above,m,other,1,32,3.0,4,0,86.0,0,1,3.0,80+
5132,Operations,region_2,Bachelor's,m,sourcing,4,31,3.0,6,0,59.0,0,1,3.0,50-59
15801,Operations,region_26,Bachelor's,f,other,1,40,4.0,13,0,60.0,0,1,4.0,50-59
47265,Procurement,region_2,Master's & above,m,other,1,43,2.0,7,0,70.0,0,1,2.0,60-69
26798,Operations,region_32,Master's & above,m,other,1,38,3.0,6,0,60.0,0,1,3.0,50-59
72203,Sales & Marketing,region_7,Bachelor's,m,other,1,36,5.0,8,0,49.0,0,1,5.0,<50
46862,Procurement,region_7,Master's & above,m,other,1,49,5.0,20,0,65.0,0,1,5.0,60-69
75629,Sales & Marketing,region_22,Bachelor's,f,sourcing,1,32,1.0,4,0,50.0,0,1,1.0,<50
10452,Analytics,region_2,Bachelor's,m,other,2,26,3.0,2,0,91.0,0,1,3.0,80+
37017,Analytics,region_7,Bachelor's,m,sourcing,1,55,3.0,18,0,87.0,0,1,3.0,80+
76427,HR,region_22,Master's & above,f,other,1,35,3.0,5,0,50.0,0,1,3.0,<50
46925,Operations,region_9,Master's & above,f,other,1,36,4.0,6,0,59.0,0,1,4.0,50-59
43828,Sales & Marketing,region_30,Bachelor's,m,other,1,29,5.0,4,0,50.0,0,1,5.0,<50
58383,Procurement,region_4,Bachelor's,m,other,1,46,3.0,19,0,72.0,0,1,3.0,70-79
20660,R&D,region_27,Bachelor's,m,sourcing,2,30,3.0,4,0,84.0,0,1,3.0,80+
46166,Sales & Marketing,region_2,Bachelor's,m,other,1,51,5.0,19,0,40.0,0,1,5.0,<50
11123,Sales & Marketing,region_29,Master's & above,m,other,1,37,3.0,7,0,54.0,0,1,3.0,50-59
67946,Analytics,region_32,Unknown,m,other,1,27,3.0,2,0,88.0,0,1,3.0,80+
41763,Sales & Marketing,region_26,Unknown,m,other,1,43,1.0,4,0,49.0,0,1,1.0,<50
40628,HR,region_32,Bachelor's,f,other,1,31,3.0,7,0,51.0,0,1,3.0,50-59
61482,Operations,region_7,Master's & above,f,sourcing,2,38,4.0,9,0,65.0,0,1,4.0,60-69
63083,Sales & Marketing,region_2,Master's & above,f,other,1,43,1.0,10,0,50.0,0,1,1.0,<50
33789,Technology,region_7,Bachelor's,m,sourcing,3,29,3.0,4,0,81.0,0,1,3.0,80+
3540,Technology,region_22,Master's & above,f,sourcing,1,30,3.0,2,0,79.0,0,1,3.0,70-79
51292,HR,region_2,Bachelor's,f,other,1,49,5.0,22,0,50.0,0,1,5.0,<50
137,Analytics,region_7,Master's & above,m,other,1,49,4.0,5,0,90.0,0,1,4.0,80+
73204,Sales & Marketing,region_7,Master's & above,m,sourcing,1,36,2.0,5,0,48.0,0,1,2.0,<50
73753,Procurement,region_10,Master's & above,m,sourcing,1,33,1.0,3,0,71.0,0,1,1.0,70-79
49737,Sales & Marketing,region_22,Master's & above,m,other,3,52,3.0,25,0,49.0,0,1,3.0,<50
22462,Sales & Marketing,region_32,Bachelor's,f,other,1,29,,1,0,53.0,0,0,,50-59
36905,Operations,region_7,Bachelor's,m,other,1,37,3.0,11,0,56.0,0,1,3.0,50-59
16004,Finance,region_22,Below Secondary,m,other,1,25,3.0,3,0,59.0,0,1,3.0,50-59
10002,HR,region_2,Below Secondary,m,sourcing,1,24,,1,0,52.0,0,0,,50-59
43176,Technology,region_7,Master's & above,f,referred,1,37,4.0,13,0,79.0,0,1,4.0,70-79
12538,Operations,region_14,Bachelor's,m,other,1,35,5.0,10,0,59.0,1,1,5.0,50-59
56140,Technology,region_13,Bachelor's,f,other,1,33,3.0,4,0,76.0,1,1,3.0,70-79
71196,Procurement,region_2,Bachelor's,f,sourcing,1,33,5.0,9,0,71.0,0,1,5.0,70-79
57893,Technology,region_2,Bachelor's,f,other,1,59,3.0,28,0,78.0,0,1,3.0,70-79
5640,Analytics,region_2,Bachelor's,m,sourcing,1,29,,1,0,88.0,0,0,,80+
41208,Operations,region_2,Bachelor's,f,other,1,38,2.0,8,0,59.0,0,1,2.0,50-59
55857,Operations,region_2,Bachelor's,m,sourcing,1,48,4.0,13,0,57.0,0,1,4.0,50-59
27907,Legal,region_11,Bachelor's,m,other,1,31,3.0,1,0,62.0,0,1,3.0,60-69
5933,Technology,region_5,Master's & above,f,sourcing,1,32,1.0,5,0,77.0,0,1,1.0,70-79
44678,Procurement,region_22,Bachelor's,m,other,3,24,3.0,2,0,63.0,0,1,3.0,60-69
48266,Technology,region_7,Master's & above,m,sourcing,2,37,5.0,5,0,77.0,0,1,5.0,70-79
46639,Sales & Marketing,region_7,Bachelor's,f,sourcing,1,32,5.0,8,0,46.0,1,1,5.0,<50
21523,Sales & Marketing,region_4,Bachelor's,m,other,1,31,3.0,2,0,48.0,0,1,3.0,<50
32437,Operations,region_2,Bachelor's,m,sourcing,2,45,3.0,5,1,59.0,0,1,3.0,50-59
65689,Sales & Marketing,region_2,Bachelor's,m,other,1,57,5.0,6,0,50.0,0,1,5.0,<50
73819,Operations,region_15,Master's & above,m,other,2,39,2.0,8,0,59.0,0,1,2.0,50-59
74019,Procurement,region_2,Master's & above,m,sourcing,1,42,1.0,4,0,70.0,0,1,1.0,60-69
76698,Operations,region_7,Bachelor's,f,other,1,45,3.0,4,1,65.0,1,1,3.0,60-69
70387,Operations,region_30,Master's & above,m,sourcing,1,41,3.0,3,0,59.0,0,1,3.0,50-59
56162,Technology,region_27,Master's & above,f,sourcing,1,41,1.0,11,0,74.0,0,1,1.0,70-79
26260,Sales & Marketing,region_24,Master's & above,m,sourcing,1,34,1.0,7,0,50.0,0,1,1.0,<50
53188,Sales & Marketing,region_31,Bachelor's,m,sourcing,1,47,5.0,18,0,52.0,0,1,5.0,50-59
34074,Sales & Marketing,region_25,Master's & above,m,sourcing,1,33,5.0,7,0,51.0,0,1,5.0,50-59
38934,Operations,region_22,Master's & above,f,sourcing,1,48,3.0,15,0,69.0,1,1,3.0,60-69
39799,Operations,region_15,Bachelor's,m,other,1,34,4.0,3,0,60.0,0,1,4.0,50-59
40775,Sales & Marketing,region_1,Master's & above,m,other,1,35,5.0,4,0,47.0,0,1,5.0,<50
41928,Analytics,region_1,Master's & above,m,sourcing,1,35,5.0,4,0,84.0,0,1,5.0,80+
31364,Technology,region_15,Bachelor's,f,sourcing,2,26,3.0,2,0,79.0,0,1,3.0,70-79
25351,Sales & Marketing,region_14,Master's & above,m,sourcing,1,45,3.0,17,0,49.0,0,1,3.0,<50
72690,Sales & Marketing,region_9,Master's & above,f,sourcing,1,31,3.0,1,0,54.0,0,1,3.0,50-59
11666,Sales & Marketing,region_34,Bachelor's,m,sourcing,1,30,5.0,7,0,49.0,0,1,5.0,<50
10167,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,46,1.0,5,0,50.0,0,1,1.0,<50
43399,Operations,region_2,Bachelor's,f,other,1,60,5.0,4,0,56.0,0,1,5.0,50-59
72916,Operations,region_27,Bachelor's,m,other,1,44,5.0,11,0,55.0,0,1,5.0,50-59
19440,Technology,region_22,Master's & above,m,sourcing,3,35,3.0,3,0,86.0,0,1,3.0,80+
55444,Sales & Marketing,region_22,Bachelor's,m,sourcing,2,33,2.0,6,0,52.0,0,1,2.0,50-59
10360,Operations,region_6,Bachelor's,m,sourcing,1,38,4.0,8,0,55.0,0,1,4.0,50-59
66637,Technology,region_22,Master's & above,m,sourcing,1,39,3.0,5,0,80.0,0,1,3.0,70-79
63026,Sales & Marketing,region_26,Bachelor's,m,other,1,30,3.0,2,0,50.0,0,1,3.0,<50
53981,Operations,region_5,Bachelor's,m,sourcing,1,31,,1,0,65.0,0,0,,60-69
66248,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,57,4.0,3,0,50.0,0,1,4.0,<50
73279,Sales & Marketing,region_2,Bachelor's,f,other,1,34,1.0,7,0,50.0,0,1,1.0,<50
57365,Operations,region_2,Bachelor's,m,other,1,38,3.0,4,0,66.0,0,1,3.0,60-69
36691,Sales & Marketing,region_14,Unknown,m,other,1,24,,1,0,55.0,0,0,,50-59
31987,Procurement,region_17,Master's & above,m,other,1,45,3.0,16,0,87.0,1,1,3.0,80+
73265,Sales & Marketing,region_1,Master's & above,m,other,1,40,1.0,11,0,53.0,0,1,1.0,50-59
62530,Procurement,region_32,Bachelor's,m,other,2,32,3.0,3,0,70.0,0,1,3.0,60-69
52716,Sales & Marketing,region_2,Bachelor's,f,sourcing,2,29,3.0,2,0,48.0,0,1,3.0,<50
12930,Finance,region_2,Bachelor's,f,other,1,39,4.0,11,0,59.0,0,1,4.0,50-59
70371,Analytics,region_13,Bachelor's,m,sourcing,1,32,3.0,7,0,80.0,0,1,3.0,70-79
32774,Operations,region_2,Master's & above,m,other,2,57,4.0,7,0,58.0,0,1,4.0,50-59
78119,Procurement,region_11,Bachelor's,f,other,1,36,3.0,4,0,72.0,0,1,3.0,70-79
50338,Sales & Marketing,region_2,Bachelor's,m,other,1,34,1.0,5,0,46.0,0,1,1.0,<50
64630,HR,region_22,Master's & above,f,other,1,33,5.0,7,0,50.0,0,1,5.0,<50
1830,Technology,region_2,Master's & above,m,sourcing,1,39,2.0,4,0,81.0,0,1,2.0,80+
60743,Finance,region_15,Bachelor's,f,sourcing,2,32,4.0,8,0,59.0,0,1,4.0,50-59
77734,Technology,region_2,Bachelor's,m,referred,1,31,3.0,6,0,77.0,0,1,3.0,70-79
51440,Sales & Marketing,region_22,Bachelor's,m,other,1,31,1.0,7,0,52.0,0,1,1.0,50-59
58579,Procurement,region_22,Bachelor's,f,other,1,25,3.0,3,0,68.0,0,1,3.0,60-69
38123,Sales & Marketing,region_4,Bachelor's,f,sourcing,1,43,5.0,4,0,50.0,0,1,5.0,<50
57033,Operations,region_2,Bachelor's,m,sourcing,1,25,,1,0,65.0,0,0,,60-69
42513,Procurement,region_2,Master's & above,f,other,1,50,1.0,16,0,68.0,0,1,1.0,60-69
29146,Operations,region_22,Master's & above,m,other,3,32,3.0,4,0,64.0,1,1,3.0,60-69
72935,Finance,region_32,Bachelor's,m,sourcing,1,28,3.0,2,0,59.0,0,1,3.0,50-59
16889,Sales & Marketing,region_17,Bachelor's,m,other,1,32,1.0,5,0,51.0,0,1,1.0,50-59
6181,Sales & Marketing,region_16,Bachelor's,m,sourcing,1,34,5.0,5,0,49.0,0,1,5.0,<50
9025,Operations,region_16,Bachelor's,m,other,1,30,5.0,4,0,55.0,0,1,5.0,50-59
65024,Operations,region_7,Master's & above,f,sourcing,1,33,5.0,6,0,74.0,1,1,5.0,70-79
61874,Procurement,region_7,Master's & above,m,sourcing,2,46,4.0,19,0,70.0,0,1,4.0,60-69
30900,Sales & Marketing,region_12,Bachelor's,m,sourcing,1,35,4.0,10,0,50.0,1,1,4.0,<50
44381,Operations,region_7,Bachelor's,m,other,1,33,5.0,8,0,59.0,1,1,5.0,50-59
805,Operations,region_22,Bachelor's,m,sourcing,1,30,4.0,4,0,59.0,0,1,4.0,50-59
10468,Procurement,region_7,Bachelor's,m,sourcing,2,33,5.0,4,0,71.0,0,1,5.0,70-79
54127,Sales & Marketing,region_13,Bachelor's,m,other,1,28,4.0,5,0,52.0,0,1,4.0,50-59
63027,Technology,region_24,Master's & above,m,other,1,38,3.0,8,0,84.0,0,1,3.0,80+
26944,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,34,2.0,7,0,49.0,1,1,2.0,<50
6788,Sales & Marketing,region_2,Unknown,f,other,2,40,,1,0,51.0,0,0,,50-59
51318,Procurement,region_31,Bachelor's,f,sourcing,2,30,3.0,5,0,73.0,0,1,3.0,70-79
30551,Operations,region_12,Bachelor's,f,sourcing,1,29,2.0,7,0,60.0,0,1,2.0,50-59
74141,R&D,region_26,Bachelor's,m,sourcing,1,30,3.0,3,0,83.0,0,1,3.0,80+
16399,Sales & Marketing,region_31,Bachelor's,m,sourcing,1,38,4.0,10,0,50.0,0,1,4.0,<50
10389,Operations,region_7,Bachelor's,m,other,3,40,3.0,11,0,60.0,0,1,3.0,50-59
15369,Analytics,region_22,Unknown,f,other,1,29,4.0,5,0,86.0,0,1,4.0,80+
41337,HR,region_2,Master's & above,f,sourcing,1,53,4.0,25,0,47.0,0,1,4.0,<50
633,Sales & Marketing,region_17,Bachelor's,f,sourcing,1,26,3.0,2,0,49.0,0,1,3.0,<50
30155,Analytics,region_32,Bachelor's,m,other,2,28,,1,0,82.0,0,0,,80+
59337,Analytics,region_22,Master's & above,m,sourcing,1,26,,1,0,84.0,0,0,,80+
3968,Procurement,region_10,Bachelor's,m,other,1,28,3.0,4,0,65.0,0,1,3.0,60-69
1709,HR,region_7,Bachelor's,f,sourcing,1,30,3.0,3,0,51.0,0,1,3.0,50-59
1588,Operations,region_15,Master's & above,m,other,1,59,4.0,4,0,56.0,0,1,4.0,50-59
573,R&D,region_22,Bachelor's,f,other,1,29,,1,0,86.0,0,0,,80+
24750,Technology,region_14,Bachelor's,m,sourcing,1,31,3.0,4,0,83.0,0,1,3.0,80+
9098,Procurement,region_7,Bachelor's,f,other,1,26,3.0,2,0,69.0,0,1,3.0,60-69
41768,Operations,region_19,Master's & above,f,sourcing,1,37,3.0,10,0,62.0,0,1,3.0,60-69
43660,Operations,region_8,Bachelor's,f,sourcing,1,25,3.0,1,0,62.0,0,1,3.0,60-69
8027,Technology,region_31,Bachelor's,m,other,1,27,2.0,3,0,78.0,0,1,2.0,70-79
15774,Operations,region_2,Master's & above,m,sourcing,1,39,4.0,10,0,60.0,0,1,4.0,50-59
4857,Analytics,region_28,Bachelor's,m,other,1,36,5.0,3,0,91.0,1,1,5.0,80+
58988,Procurement,region_23,Master's & above,m,other,2,35,5.0,6,0,91.0,1,1,5.0,80+
54550,Technology,region_8,Bachelor's,f,other,1,28,,1,0,81.0,0,0,,80+
31552,Sales & Marketing,region_21,Bachelor's,m,other,1,30,,1,0,50.0,0,0,,<50
76968,Procurement,region_22,Master's & above,m,sourcing,1,37,5.0,9,0,75.0,0,1,5.0,70-79
73203,Technology,region_28,Master's & above,m,sourcing,2,35,1.0,9,0,80.0,0,1,1.0,70-79
60095,Sales & Marketing,region_28,Master's & above,f,other,1,30,1.0,5,0,54.0,0,1,1.0,50-59
